entity_id,qualified_name,entity_kind,entity_role,domain_score,variability_score,package_name,observed_product_set,classification_evidence
E9,Missile$$TankWar.feindlich,FIELD,UNKNOWN,0.200,0.050,Missile$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E90,Tank$$TankWar.tankRichtung,FIELD,UNKNOWN,0.200,0.050,Tank$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E91,Tank$$TankWar.Tank$$TankWar,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E92,Tank$$TankWar.init,METHOD,UNKNOWN,0.200,0.050,Tank$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E93,Tank$$TankWar.malen,METHOD,UNKNOWN,0.200,0.050,Tank$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E94,Tank$$TankWar.tankMalen,METHOD,UNKNOWN,0.200,0.050,Tank$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E95,Tank$$TankWar.geschuetzTurm,METHOD,UNKNOWN,0.200,0.050,Tank$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E96,Tank$$TankWar.keyPressBehandeln,METHOD,UNKNOWN,0.200,0.050,Tank$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E97,Tank$$TankWar.keyReleaseBehandeln,METHOD,UNKNOWN,0.200,0.050,Tank$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E98,Tank$$TankWar.richtungErkennen,METHOD,UNKNOWN,0.200,0.050,Tank$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E99,Tank$$TankWar.feuern,METHOD,UNKNOWN,0.200,0.050,Tank$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
